params,total_pnl,close_trade,max_drawdown,over_drawdown,over_drawdown_count
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",1439.81%,553,-216913.97,"{'2023-01-23': -216913.97, '2023-03-18': -14018.28, '2023-07-14': -15861.2}",3
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",601.89%,542,-36004.39,{'2023-01-23': -36004.39},1
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.01",1063.45%,543,-58776.44,"{'2023-01-05': -11006.22, '2023-01-14': -58776.44, '2023-07-14': -26469.69}",3
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.02",534.57%,513,-20000.67,"{'2023-01-14': -20000.67, '2023-03-14': -11555.93}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",938.22%,527,-57896.78,"{'2023-01-14': -57896.78, '2023-07-14': -10995.29}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",407.64%,505,-12499.62,{'2023-01-14': -12499.62},1
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",908.31%,525,-58055.6,"{'2023-01-14': -58055.6, '2023-07-14': -10292.92}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",399.57%,502,-12744.98,{'2023-01-14': -12744.98},1
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",334.16%,520,-24976.55,"{'2023-01-14': -24976.55, '2023-07-14': -10292.92}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",352.58%,503,-7886.83,{},0
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",2897.98%,491,-323423.26,"{'2023-01-14': -176902.05, '2023-01-23': -323423.26, '2023-03-18': -12144.19, '2023-07-14': -10598.62}",4
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",661.51%,480,-64143.53,"{'2023-01-14': -64143.53, '2023-01-23': -42891.36}",2
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.01",868.47%,498,-43903.49,"{'2023-01-14': -35869.38, '2023-01-23': -43903.49, '2023-02-16': -24916.74}",3
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.02",579.6%,473,-16178.24,{'2023-01-23': -16178.24},1
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",532.38%,490,-43937.25,"{'2023-01-14': -15395.21, '2023-01-23': -43937.25}",2
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",528.27%,469,-15371.38,{'2023-01-23': -15371.38},1
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",521.23%,485,-43966.18,"{'2023-01-10': -12543.17, '2023-01-14': -15271.29, '2023-01-23': -43966.18}",3
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",391.85%,463,-13605.42,{'2023-01-23': -13605.42},1
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",526.17%,484,-43966.18,"{'2023-01-10': -12728.03, '2023-01-14': -15392.96, '2023-01-23': -43966.18}",3
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",448.09%,465,-14017.81,{'2023-01-23': -14017.81},1
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",4880.75%,458,-1598908.12,"{'2023-01-10': -12198.69, '2023-01-14': -138602.16, '2023-01-23': -1598908.12}",3
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",720.12%,448,-47671.89,"{'2023-01-14': -47671.89, '2023-01-23': -13718.39}",2
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.01",314.06%,469,-14910.57,{'2023-01-14': -14910.57},1
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.02",289.02%,439,-7081.24,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",284.26%,462,-15354.17,{'2023-01-14': -15354.17},1
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",252.46%,439,-5955.6,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",204.83%,453,-11306.73,{'2023-01-10': -11306.73},1
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",217.06%,435,-9304.44,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",335.45%,451,-72178.9,"{'2023-01-10': -11338.04, '2023-01-23': -72178.9}",2
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",232.66%,430,-5822.85,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",2901.55%,423,-1379671.22,"{'2023-01-10': -10830.99, '2023-01-14': -43623.37, '2023-01-23': -1379671.22}",3
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",448.81%,412,-23477.04,"{'2023-01-14': -23477.04, '2023-01-23': -21914.03}",2
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.01",311.73%,464,-19554.72,"{'2023-01-14': -14635.92, '2023-08-17': -19554.72}",2
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.02",362.83%,437,-34062.93,{'2023-08-18': -34062.93},1
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",255.03%,455,-14545.13,{'2023-01-14': -14545.13},1
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",329.34%,433,-34394.29,{'2023-08-18': -34394.29},1
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",183.27%,443,-9883.09,{},0
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",274.17%,425,-24828.97,{'2023-08-18': -24828.97},1
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",283.53%,434,-37475.3,"{'2023-01-23': -37475.3, '2023-08-18': -22334.03}",2
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",250.25%,423,-12210.71,{'2023-08-18': -12210.71},1
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",968.9%,411,-702232.42,"{'2023-01-14': -40225.11, '2023-01-23': -702232.42}",2
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",463.35%,410,-21701.03,"{'2023-01-14': -21701.03, '2023-01-23': -20734.07, '2023-08-18': -14639.3}",3
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",1926.77%,514,-97323.23,"{'2023-01-23': -11930.21, '2023-02-16': -90874.97, '2023-07-14': -97323.23}",3
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",595.14%,488,-24947.67,"{'2023-02-17': -19293.32, '2023-03-14': -11904.68, '2023-07-02': -15154.07, '2023-07-14': -24947.67}",4
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",889.99%,506,-26950.93,"{'2023-01-23': -12067.75, '2023-02-08': -11416.64, '2023-02-16': -26950.93, '2023-07-02': -22540.09, '2023-07-14': -21588.56}",5
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",600.55%,486,-17194.98,"{'2023-02-16': -11436.33, '2023-07-02': -11101.86, '2023-07-14': -17194.98}",3
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",729.07%,499,-27843.49,"{'2023-01-23': -12230.16, '2023-02-08': -11817.55, '2023-02-16': -27843.49, '2023-07-02': -20171.75, '2023-07-14': -21818.46}",5
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",421.94%,484,-12643.47,"{'2023-02-16': -12050.79, '2023-07-02': -11536.11, '2023-07-14': -12643.47}",3
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",649.5%,495,-20051.18,"{'2023-01-23': -12230.16, '2023-07-02': -20051.18, '2023-07-14': -18926.91}",3
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",465.83%,483,-12665.89,"{'2023-07-02': -11485.77, '2023-07-14': -12665.89}",2
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",760.12%,473,-190896.36,"{'2023-01-23': -190896.36, '2023-03-18': -14018.28, '2023-07-14': -19462.43}",3
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",389.17%,465,-36950.59,"{'2023-01-23': -36950.59, '2023-07-14': -11541.38}",2
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",1607.7%,473,-57892.75,"{'2023-01-05': -11009.39, '2023-01-14': -57892.75, '2023-01-23': -10708.03, '2023-02-16': -13784.97, '2023-07-02': -29123.17, '2023-07-14': -29913.78}",6
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",598.4%,453,-19961.31,"{'2023-01-14': -19961.31, '2023-03-14': -11555.93, '2023-07-14': -10508.82}",3
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",1366.5%,460,-57508.5,"{'2023-01-14': -57508.5, '2023-01-23': -10845.6, '2023-02-16': -13075.19, '2023-07-02': -16632.04, '2023-07-14': -12045.32}",5
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",510.81%,444,-12486.24,{'2023-01-14': -12486.24},1
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",1159.36%,452,-57657.99,"{'2023-01-14': -57657.99, '2023-01-23': -11007.41, '2023-07-14': -10146.75}",3
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",454.14%,439,-12727.48,{'2023-01-14': -12727.48},1
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",591.24%,454,-24020.35,"{'2023-01-14': -24020.35, '2023-01-23': -11007.41, '2023-07-14': -10146.75}",3
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",413.22%,443,-7886.83,{},0
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",3457.21%,431,-198847.6,"{'2023-01-14': -176497.38, '2023-01-23': -198847.6, '2023-03-18': -12094.99, '2023-07-14': -10470.25}",4
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",744.55%,420,-64140.81,"{'2023-01-14': -64140.81, '2023-01-23': -32185.73}",2
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",1158.86%,449,-43917.14,"{'2023-01-14': -35104.76, '2023-01-23': -43917.14, '2023-02-16': -24916.74, '2023-03-18': -31641.55, '2023-07-02': -25125.07}",5
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",573.25%,433,-16506.1,"{'2023-01-23': -16506.1, '2023-03-18': -10015.37}",2
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",615.06%,441,-43950.9,"{'2023-01-14': -14866.2, '2023-01-23': -43950.9, '2023-03-18': -22080.34}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",490.72%,430,-15699.24,{'2023-01-23': -15699.24},1
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",577.63%,437,-43979.83,"{'2023-01-10': -12238.28, '2023-01-14': -15241.45, '2023-01-23': -43979.83}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",409.79%,422,-13624.45,{'2023-01-23': -13624.45},1
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",580.73%,435,-44094.15,"{'2023-01-10': -12413.61, '2023-01-14': -15363.12, '2023-01-23': -44094.15}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",462.82%,423,-14448.43,{'2023-01-23': -14448.43},1
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",26148.06%,404,-5127361.66,"{'2023-01-10': -12198.69, '2023-01-14': -138598.35, '2023-01-23': -5127361.66}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",1437.82%,399,-69692.55,"{'2023-01-14': -47668.08, '2023-01-23': -69692.55}",2
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",441.06%,422,-21357.52,"{'2023-01-14': -14178.89, '2023-03-18': -16980.35, '2023-07-02': -21357.52}",3
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",323.54%,405,-7165.06,{},0
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",388.48%,418,-16934.78,"{'2023-01-14': -14866.87, '2023-03-18': -16934.78, '2023-07-02': -11004.32}",3
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",295.03%,400,-6384.87,{},0
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",245.26%,415,-11028.39,{'2023-01-10': -11028.39},1
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",274.35%,398,-9304.44,{},0
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",232.5%,415,-11055.33,{'2023-01-10': -11055.33},1
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",291.63%,394,-5822.85,{},0
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",4298.56%,384,-848964.35,"{'2023-01-10': -10830.99, '2023-01-14': -43620.51, '2023-01-23': -848964.35}",3
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",474.54%,374,-23474.18,"{'2023-01-14': -23474.18, '2023-01-23': -21897.67}",2
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",364.02%,391,-15533.4,{'2023-01-14': -15533.4},1
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",311.62%,369,-7080.3,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",307.64%,383,-14821.65,{'2023-01-14': -14821.65},1
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",276.17%,365,-5954.67,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",224.35%,379,-8726.75,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",241.65%,359,-9275.99,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",217.44%,379,-8725.23,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",261.51%,358,-5318.04,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",399.64%,359,-137662.27,"{'2023-01-14': -40222.26, '2023-01-23': -137662.27}",2
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",236.96%,353,-21698.18,{'2023-01-14': -21698.18},1
