params,total_pnl,close_trade,max_drawdown,over_drawdown,over_drawdown_count
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",1280.12%,533,-100979.09,{'2023-07-14': -100979.09},1
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",355.09%,502,-33247.69,{'2023-07-14': -33247.69},1
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",1811.63%,518,-99626.26,"{'2023-04-18': -55293.17, '2023-07-14': -99626.26}",2
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",293.87%,506,-33564.89,{'2023-07-14': -33564.89},1
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",611.52%,495,-99017.66,{'2023-07-14': -99017.66},1
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",313.37%,484,-33647.3,{'2023-07-14': -33647.3},1
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",631.21%,465,-30249.39,"{'2023-04-18': -21500.86, '2023-07-14': -30249.39}",2
"continuous_increase_rate_0.002, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",410.06%,456,-17571.0,"{'2023-03-14': -10576.03, '2023-04-18': -13642.88, '2023-07-14': -17571.0}",3
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.01",881.76%,490,-124579.63,"{'2023-02-19': -14652.15, '2023-04-17': -43916.78, '2023-06-22': -10660.63, '2023-07-14': -124579.63}",4
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.02",278.68%,467,-31403.59,"{'2023-04-17': -12458.45, '2023-07-14': -31403.59}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",544.57%,482,-128454.04,{'2023-07-14': -128454.04},1
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",399.5%,451,-119679.9,"{'2023-01-14': -119679.9, '2023-07-14': -32057.04}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",581.41%,475,-127408.08,"{'2023-04-19': -18122.97, '2023-07-14': -127408.08}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",332.03%,445,-78137.35,"{'2023-01-14': -78137.35, '2023-04-18': -10224.56, '2023-07-14': -32439.55}",3
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",430.78%,446,-71438.39,{'2023-07-14': -71438.39},1
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",279.08%,435,-55267.03,"{'2023-01-14': -55267.03, '2023-07-14': -32422.12}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",339.38%,412,-53363.73,"{'2023-01-14': -53363.73, '2023-07-14': -22254.95}",2
"continuous_increase_rate_0.003, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",263.53%,403,-30459.93,"{'2023-01-14': -30459.93, '2023-07-14': -12928.73}",2
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.01",2806.98%,429,-676154.66,"{'2023-01-14': -676154.66, '2023-02-19': -12295.09, '2023-07-14': -61343.71}",3
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.02",354.32%,415,-20398.19,{'2023-07-14': -20398.19},1
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",2902.36%,420,-689248.92,"{'2023-01-14': -689248.92, '2023-04-19': -26594.53, '2023-07-14': -61323.7}",3
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",457.12%,398,-98895.22,"{'2023-01-14': -98895.22, '2023-07-14': -20460.71}",2
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",421.17%,395,-61091.69,"{'2023-04-19': -14965.13, '2023-07-14': -61091.69}",2
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",220.08%,382,-20745.45,{'2023-07-14': -20745.45},1
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",468.76%,376,-61116.23,"{'2023-01-14': -44397.93, '2023-01-18': -44259.65, '2023-07-14': -61116.23}",3
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",228.0%,376,-43120.62,"{'2023-01-14': -43120.62, '2023-07-14': -20762.86}",2
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",343.48%,362,-44748.86,"{'2023-01-14': -44748.86, '2023-01-18': -44651.84, '2023-07-14': -18940.9}",3
"continuous_increase_rate_0.004, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",234.62%,350,-24923.3,"{'2023-01-14': -24923.3, '2023-01-18': -23519.53, '2023-07-14': -11016.42}",3
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.01",206.65%,434,-6076.98,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.02",117.19%,412,-6975.4,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",131.08%,415,-9628.7,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",119.13%,404,-4366.18,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",158.74%,397,-5031.12,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",428.04%,377,-65069.62,{'2023-07-21': -65069.62},1
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",131.26%,378,-5031.12,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",431.85%,360,-67038.59,{'2023-07-21': -67038.59},1
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",128.0%,376,-5031.12,{},0
"continuous_increase_rate_0.005, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",458.88%,353,-70936.92,{'2023-07-21': -70936.92},1
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.01",193.65%,393,-8131.19,{},0
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.03, trending_open_loss_rate_0.02",117.83%,362,-4557.12,{},0
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.01",142.46%,395,-5195.94,{},0
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.04, trending_open_loss_rate_0.02",111.31%,362,-3179.19,{},0
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.01",420.58%,351,-83498.99,{'2023-01-14': -83498.99},1
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.05, trending_open_loss_rate_0.02",389.97%,327,-53960.69,"{'2023-01-14': -28583.84, '2023-07-21': -53960.69}",2
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.01",196.71%,339,-26004.42,{'2023-01-14': -26004.42},1
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.06, trending_open_loss_rate_0.02",380.0%,318,-55775.51,"{'2023-01-14': -15909.14, '2023-07-21': -55775.51}",2
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.01",198.2%,334,-26004.42,"{'2023-01-14': -26004.42, '2023-06-25': -15048.18}",2
"continuous_increase_rate_0.006, reduce_rate_0.004, trending_increase_rate_0.07, trending_open_loss_rate_0.02",401.72%,313,-59779.86,"{'2023-01-14': -15909.14, '2023-07-21': -59779.86}",2
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",1671.82%,454,-98450.44,"{'2023-02-19': -18128.78, '2023-04-17': -55283.54, '2023-06-22': -15258.81, '2023-07-14': -98450.44}",4
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",434.27%,421,-32334.93,"{'2023-02-19': -10965.89, '2023-04-17': -15849.51, '2023-07-14': -32334.93}",3
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",1345.05%,447,-99788.8,"{'2023-06-25': -10112.43, '2023-07-14': -99788.8}",2
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",444.4%,414,-33245.72,{'2023-07-14': -33245.72},1
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",1833.47%,432,-99624.29,"{'2023-04-18': -55293.17, '2023-07-14': -99624.29}",2
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",389.24%,412,-33562.92,{'2023-07-14': -33562.92},1
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",634.28%,420,-99015.69,{'2023-07-14': -99015.69},1
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",391.92%,402,-33645.33,{'2023-07-14': -33645.33},1
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",667.11%,397,-30247.42,"{'2023-04-18': -21500.86, '2023-07-14': -30247.42}",2
"continuous_increase_rate_0.002, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",460.67%,380,-17569.02,"{'2023-03-14': -10576.03, '2023-04-18': -13642.88, '2023-07-14': -17569.02}",3
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",1120.44%,402,-71322.86,"{'2023-02-19': -14652.15, '2023-04-16': -12354.23, '2023-06-22': -10660.63, '2023-07-14': -71322.86}",4
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",345.72%,367,-23519.65,"{'2023-04-17': -10790.09, '2023-07-14': -23519.65}",2
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",913.74%,392,-72566.55,{'2023-07-14': -72566.55},1
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",444.04%,361,-119907.43,"{'2023-01-14': -119907.43, '2023-07-14': -24008.84}",2
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",896.01%,386,-71950.91,{'2023-07-14': -71950.91},1
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",339.55%,349,-78429.55,"{'2023-01-14': -78429.55, '2023-04-18': -10928.56, '2023-07-14': -24327.41}",3
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",560.73%,371,-71483.55,"{'2023-02-19': -62594.6, '2023-07-14': -71483.55}",2
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",307.67%,354,-24359.31,"{'2023-02-19': -20920.78, '2023-07-14': -24359.31}",2
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",365.29%,335,-53364.57,"{'2023-01-14': -53364.57, '2023-02-19': -19044.91, '2023-07-14': -22300.11}",3
"continuous_increase_rate_0.003, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",297.21%,320,-30460.76,"{'2023-01-14': -30460.76, '2023-02-19': -11144.26, '2023-07-14': -12973.89}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",2801.49%,369,-624347.37,"{'2023-01-14': -624347.37, '2023-02-19': -12295.09, '2023-06-24': -48845.9, '2023-07-14': -60737.67}",4
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",511.97%,349,-56574.22,"{'2023-06-25': -56574.22, '2023-07-14': -20398.19}",2
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",774.21%,357,-283920.06,"{'2023-01-14': -283920.06, '2023-04-17': -18368.92, '2023-06-24': -59661.53, '2023-07-14': -60923.91}",4
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",559.23%,341,-94257.86,"{'2023-01-14': -94257.86, '2023-06-25': -35989.44, '2023-07-14': -20460.71}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",479.28%,351,-61091.37,"{'2023-04-19': -14787.32, '2023-06-24': -25527.93, '2023-07-14': -61091.37}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",290.13%,333,-25148.02,"{'2023-06-25': -25148.02, '2023-07-14': -23236.24}",2
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",452.06%,337,-61115.9,"{'2023-01-14': -42967.66, '2023-06-24': -25312.42, '2023-07-14': -61115.9}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",238.6%,318,-24501.01,"{'2023-01-14': -24501.01, '2023-06-25': -19568.58, '2023-07-14': -20762.53}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",342.87%,325,-43359.16,"{'2023-01-14': -43359.16, '2023-06-25': -37007.08, '2023-07-14': -21475.53}",3
"continuous_increase_rate_0.004, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",271.36%,307,-24761.81,"{'2023-01-14': -24761.81, '2023-02-19': -17988.02, '2023-06-25': -15617.55, '2023-07-14': -11960.16}",4
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",542.14%,361,-170573.59,{'2023-06-24': -170573.59},1
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",277.56%,333,-50375.94,"{'2023-01-14': -44486.11, '2023-06-25': -50375.94}",2
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",254.69%,351,-51382.99,{'2023-06-24': -51382.99},1
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",259.08%,329,-48181.92,"{'2023-01-14': -48181.92, '2023-06-25': -42534.43}",2
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",201.94%,328,-22243.43,{'2023-06-24': -22243.43},1
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",519.04%,303,-65069.62,"{'2023-01-14': -49823.83, '2023-06-25': -21033.0, '2023-07-21': -65069.62}",3
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",290.97%,314,-30243.61,"{'2023-01-14': -30243.61, '2023-06-24': -22611.75}",2
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",482.44%,292,-67038.59,"{'2023-01-14': -18498.64, '2023-06-25': -17515.88, '2023-07-21': -67038.59}",3
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",368.52%,311,-30243.61,"{'2023-01-14': -30243.61, '2023-06-25': -29089.95}",2
"continuous_increase_rate_0.005, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",512.67%,293,-70936.92,"{'2023-01-14': -18498.64, '2023-06-25': -13021.81, '2023-07-21': -70936.92}",3
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.01",228.52%,361,-8131.19,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.03, trending_open_loss_rate_0.02",129.86%,338,-4716.54,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.01",159.14%,344,-5051.75,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.04, trending_open_loss_rate_0.02",127.52%,336,-3179.19,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.01",129.38%,334,-9127.87,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.05, trending_open_loss_rate_0.02",358.79%,316,-53960.69,{'2023-07-21': -53960.69},1
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.01",119.1%,332,-3922.06,{},0
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.06, trending_open_loss_rate_0.02",373.1%,311,-55775.51,{'2023-07-21': -55775.51},1
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.01",120.4%,329,-15048.18,{'2023-06-25': -15048.18},1
"continuous_increase_rate_0.006, reduce_rate_0.005, trending_increase_rate_0.07, trending_open_loss_rate_0.02",396.07%,307,-59779.86,{'2023-07-21': -59779.86},1
